ID,Claim
39180,0
5376,0
30774,0
53863,0
10813,1
10389,0
59622,0
17119,0
6882,0
25001,0
9962,0
45361,1
38897,0
41858,1
31548,1
13775,1
46086,1
59824,1
34091,0
47240,1
334,0
5149,0
33597,0
52592,0
36498,1
58851,0
40338,0
11054,0
59288,0
37966,1
25694,0
30894,1
4418,1
2940,0
38086,0
28825,0
19566,0
42706,1
28092,1
61188,0
27109,0
48623,1
36366,0
43452,0
41648,1
40763,1
37841,1
17792,0
16579,1
29711,0
40423,1
44480,0
35708,1
23767,0
274,1
50385,0
47749,0
49885,0
29126,0
61356,0
2826,0
56533,0
24191,0
743,0
31596,0
17847,0
32455,0
25965,0
53162,1
51971,0
1332,1
17578,1
15079,0
34279,1
21678,0
4692,0
55331,1
12222,0
55092,0
35391,0
45960,0
60677,1
6090,0
59504,1
52261,1
28034,1
37619,1
46100,1
12508,1
51376,0
21979,1
61169,0
20195,0
17967,1
9346,1
52358,0
57728,1
382,0
33991,1
59246,0
60710,0
28130,1
5113,0
46802,0
26776,0
9149,0
23272,0
10547,0
62111,1
39292,0
40720,0
46181,1
63021,1
38190,0
28907,0
35163,0
60211,0
34190,0
56940,0
3036,0
16909,0
15341,1
20296,0
4438,1
21443,1
20578,0
23976,0
40488,0
47212,0
32112,0
19196,1
13460,0
21892,0
60820,0
41751,0
30023,1
56694,1
36010,0
31702,0
39351,0
61641,1
53066,0
29463,0
49393,0
50266,0
27116,1
3948,1
33516,1
40105,0
9472,1
46067,0
49534,0
61128,0
56050,0
550,0
145,0
8319,0
16099,0
8292,1
41818,0
59168,1
20151,0
41984,1
7129,0
40003,0
63060,0
28532,0
5569,0
38576,0
11369,0
31800,0
59741,1
40552,0
53766,0
22420,0
58406,0
46354,0
275,0
26909,1
21213,1
35472,1
12954,0
51830,0
48081,1
39984,0
18620,1
40744,0
4731,0
8352,0
5460,0
7119,0
48826,1
33747,0
44443,1
12905,0
57337,1
61312,1
46603,1
40055,0
15874,0
54919,1
31432,0
56984,1
54787,0
5308,0
12147,0
1570,0
58322,0
51126,0
50773,1
11823,0
14693,0
28100,1
61319,1
46709,0
16999,0
39768,0
11992,0
44537,0
35046,0
55631,0
16038,1
50409,0
6496,0
59415,1
29507,1
47655,0
21914,0
10690,0
45419,0
7314,0
57461,0
22908,1
56758,0
20005,0
59517,0
17394,0
50307,1
14370,0
50463,1
54861,1
11765,0
30863,1
14126,0
42149,0
27567,0
25857,0
17180,0
28789,0
38979,0
33016,0
41688,0
28380,1
40560,0
25003,1
18117,0
1801,0
7491,1
29190,0
31079,1
48691,0
4650,0
40180,1
53806,1
5368,0
7644,0
16716,0
42852,0
59688,0
41222,0
25754,0
35062,0
1613,1
37633,1
25529,0
45942,0
35471,1
8759,1
18376,0
51957,1
52529,1
30878,1
43230,1
43058,1
29492,0
10066,0
11195,0
1723,1
57717,0
50220,1
14961,0
35218,1
1116,0
59618,0
3381,0
57397,1
53868,1
13519,0
16621,1
61215,0
42041,0
2264,0
690,0
16392,0
21617,0
20777,0
5189,0
62144,1
2175,1
57459,0
12067,0
53758,0
2203,0
57750,1
35657,0
22330,0
6754,0
33083,0
21376,1
55359,0
25287,1
5672,0
60567,0
25820,0
32436,0
53069,0
20757,1
28418,1
56857,0
59979,0
23018,1
52192,1
53025,1
40780,0
48388,0
4680,0
14828,1
2706,0
3783,0
40446,0
38160,1
54531,1
44864,0
18710,0
2549,0
32106,0
21479,1
46950,1
61960,1
15270,0
33446,1
58795,1
40611,0
28191,0
27558,0
58647,0
43017,0
5130,1
45366,1
25715,0
37407,1
32362,1
1519,0
34153,0
22649,0
51210,0
6743,1
42444,1
58214,1
54736,1
16935,0
38089,0
23465,0
26004,0
32058,0
14373,0
53889,0
57292,0
60374,1
3412,0
59070,0
35383,0
51017,0
53135,1
19631,0
52463,1
50225,0
18897,1
18139,1
11358,0
33677,1
61075,0
40651,1
52290,0
30145,1
60493,1
26718,0
11973,1
55595,0
60759,1
24049,0
59916,0
24192,1
37986,0
4027,0
25696,1
14172,0
9833,1
61959,1
26462,0
30680,1
41420,0
16160,0
29743,0
8445,0
14043,0
1568,0
62635,1
34323,0
41282,1
19971,0
7290,1
42463,1
49071,1
11403,0
49365,0
35772,0
28475,0
41843,1
53313,0
32898,1
57082,1
51617,1
61955,1
5194,0
36659,0
55031,1
12451,0
49688,0
51582,0
17179,0
23491,1
57951,0
37364,1
61492,1
17993,0
49481,0
10780,0
27182,0
60479,0
21843,0
23575,0
33027,0
51173,0
14430,1
36306,0
13629,0
7141,0
57294,0
23498,1
54693,1
1830,0
43430,1
27890,1
47804,1
57907,1
47956,1
59238,1
63043,0
30472,0
20516,0
39239,0
61235,0
58938,0
45195,0
57800,0
53550,0
25846,0
38383,0
11552,0
11087,0
13669,0
41754,0
54865,0
41478,0
7163,1
9387,1
58979,1
31780,0
7760,0
11925,0
42532,0
24576,1
19991,0
47675,0
12812,0
12551,1
42112,0
40403,0
51595,0
36296,1
22619,0
28410,0
3920,0
40385,1
51936,1
25107,0
6369,0
53671,0
12258,1
35142,0
50185,1
49345,0
11950,0
53501,0
6699,0
16214,0
47986,0
19910,0
44316,1
199,0
6627,0
13536,0
20407,0
4223,0
30069,0
27273,1
47093,0
58138,1
14345,0
30129,0
2599,0
15130,1
21350,0
37044,0
5878,1
57479,1
53961,0
49121,1
33102,0
34724,1
17513,0
33407,1
32999,0
52912,1
43145,0
30868,1
9657,0
59528,0
48918,0
43070,1
30763,0
2022,0
49933,0
42507,0
50684,0
6917,0
37744,1
3707,0
28761,1
7903,0
56270,0
4478,0
10000,1
15456,1
24871,1
39594,0
2240,0
48196,0
33563,0
37785,0
33023,0
27662,0
59565,0
63296,0
1294,0
3673,0
57825,1
18161,1
49727,0
19416,0
6295,0
5813,0
18312,1
9567,0
55413,1
49888,0
8898,1
40224,0
3923,1
18828,0
60038,1
42871,1
22347,1
12247,1
37399,0
63124,1
23283,0
12605,0
19290,0
4424,1
5682,0
38616,0
45011,0
15715,0
25184,1
18372,0
11949,0
9241,0
34968,1
17998,0
4975,1
44058,1
51474,0
50179,1
8723,0
24529,1
45035,0
41162,1
13778,0
18440,0
3052,0
36905,1
2072,0
3474,0
36003,0
36513,1
39208,0
22159,1
6796,0
52805,1
54468,0
22748,1
57299,0
55027,0
22597,0
45583,0
55836,0
33793,1
5025,0
11481,0
15803,0
60721,1
48878,1
43766,0
33144,0
20326,0
9596,0
54801,1
26079,0
59384,1
60648,1
54127,0
1527,0
52763,0
23540,0
339,0
48744,0
51863,1
61559,0
17518,0
31148,1
43093,1
22054,1
53899,0
12648,0
18750,0
34950,1
40613,0
34608,0
57465,0
915,0
25456,1
45964,0
62125,1
285,1
17840,0
28495,0
28605,1
13093,0
53849,1
19944,1
33993,1
8423,0
40639,0
35130,0
20454,0
31645,0
32735,0
58561,1
54429,1
26471,1
49264,0
11126,0
22044,1
39924,0
36615,0
4632,1
32767,0
37996,0
57991,0
12393,0
28585,1
1558,0
57495,0
35934,0
54007,1
56917,0
55573,1
13821,0
11551,0
13860,0
51275,0
1100,0
56322,1
21559,0
26337,0
11970,1
14931,0
44608,0
12960,1
35850,0
31363,0
45941,0
43605,1
28452,0
27960,1
19931,0
35768,0
17505,0
30484,0
39855,0
9997,1
54245,0
52525,1
39141,0
57379,1
48790,0
9480,1
29936,0
19393,0
32937,0
14898,0
10714,0
35387,0
3438,1
1760,0
44464,1
60714,0
32550,0
26251,1
41540,0
24048,0
25187,0
5604,1
21510,0
47369,0
38192,0
1878,0
29261,1
57004,0
52413,0
5760,0
49385,0
24795,0
2747,1
42997,0
15728,0
51520,1
39836,0
24764,1
4326,1
58180,1
26024,0
57937,0
6610,0
24125,0
15178,0
60384,1
18233,0
39962,0
5116,1
39342,1
27882,1
55799,1
13593,1
57840,0
51658,1
44011,0
55456,0
52938,0
15027,0
42131,0
28078,0
2048,0
47823,0
60254,1
18607,0
44542,0
32073,0
48578,0
1557,0
20856,1
2679,0
2154,0
29929,0
14044,0
8848,0
27205,1
57024,0
4665,0
45917,1
12324,1
27052,0
33329,0
46026,0
23110,1
49341,1
4889,0
13299,0
9894,0
2816,1
63252,0
32232,1
22250,0
63136,1
31910,0
4883,0
17358,1
43698,0
14617,1
40145,0
47793,1
41107,1
19824,0
44788,0
6298,1
49690,0
22945,0
17264,0
28460,0
53455,0
42419,0
48035,0
61554,1
44737,0
11215,0
18575,1
11118,0
2192,0
23681,0
63308,0
51313,0
62851,1
1714,0
28918,0
4659,0
59383,1
10552,0
37183,1
32282,0
49417,0
23787,1
35935,1
21916,0
20595,0
48509,1
11990,0
37030,0
55991,0
7593,0
19010,0
32496,0
24509,0
4416,0
2374,0
39336,0
61476,0
34143,0
28314,1
26043,0
53227,1
42585,0
39853,0
52490,0
41826,0
24638,0
47234,1
27218,1
22125,0
27115,0
61606,0
1251,0
21993,0
29585,0
16941,1
35064,1
21856,1
25515,1
30127,0
60545,0
30338,1
39120,1
9406,0
423,1
3655,0
29378,0
10908,0
28762,0
53393,1
12032,0
50044,1
54379,1
34787,1
28033,0
689,0
41659,1
1123,1
33116,1
4878,0
31978,0
21071,0
48919,0
59396,1
39275,1
34616,1
16866,0
20804,0
23293,0
3116,0
45945,1
30608,0
6563,0
28584,1
18843,1
31468,1
21204,0
46001,0
251,1
14577,1
52990,1
2263,1
2754,0
6737,0
41292,0
38226,1
25620,0
21494,0
49580,1
33560,0
60371,0
36647,0
26832,0
35684,1
6787,0
54848,1
56453,0
25260,0
21526,0
13124,0
49369,0
44884,0
20257,0
61103,0
54491,1
21964,1
21329,0
45717,1
38736,0
37394,1
24545,1
1018,0
56721,0
44046,1
19800,0
9141,1
41117,0
59753,0
18162,0
32838,0
9723,1
55873,0
14066,1
58569,1
9809,0
59984,0
7558,0
23350,0
51531,1
19449,0
59084,0
58932,0
59079,1
62138,1
12506,0
16322,0
30228,0
4196,0
36746,0
22705,1
8923,1
57132,0
41120,1
60633,1
53900,0
8724,0
62499,0
38926,0
31225,1
54545,0
42407,1
11245,0
62154,0
29431,1
62663,1
16541,0
17875,0
34394,1
27542,1
5804,0
1427,1
61385,0
62618,1
52736,0
12751,0
43317,0
2475,0
1989,0
23619,0
43663,1
11885,0
35470,1
61569,1
49401,0
13672,0
13137,0
29173,0
42892,1
1218,0
16236,0
45472,0
61244,1
8395,1
43091,0
12305,1
54680,1
7575,0
50468,0
17010,0
11910,1
62548,1
26144,1
33131,0
14116,0
31566,1
23668,0
57280,1
32713,1
55204,0
17258,0
30043,1
2398,0
12567,0
27729,0
39623,0
34494,0
15326,1
52210,0
17725,0
49958,1
45157,0
21977,0
62175,0
36632,1
36308,0
48235,0
51195,0
10602,1
6509,0
45728,1
53581,0
33981,1
12555,1
6572,1
45512,0
46520,1
20931,0
49429,0
14447,1
20644,0
30891,0
24022,0
7905,0
54048,1
52589,1
9611,0
5625,1
7450,0
55667,0
54947,0
38040,0
5639,0
40727,0
39685,0
276,1
27324,1
29208,1
55231,1
8516,0
42710,0
44900,0
36499,0
21701,0
39116,0
56866,1
48286,1
16505,0
27594,0
48765,0
26154,0
27834,0
47779,0
26885,0
31188,0
43258,1
16630,0
3568,0
23452,0
25376,0
5238,0
2269,0
42719,0
27204,0
59856,1
53200,1
24569,0
12553,0
50449,0
58790,0
46745,0
216,0
34365,0
51567,0
24840,0
41610,0
45812,0
8067,0
23785,0
30239,0
10654,0
28663,0
12197,0
47173,0
11957,0
22616,0
33907,0
60894,0
41309,1
15747,1
33823,0
56064,1
5317,1
48670,0
56397,1
41998,0
18419,0
27821,1
61624,0
55353,0
42022,0
56202,0
13780,0
5148,0
36863,0
47286,1
58455,0
35157,0
40253,0
21902,0
9678,0
57667,0
43389,1
54627,0
60802,0
52749,1
49142,0
25493,0
63040,0
20963,0
12417,1
57726,0
53853,1
3529,0
21260,0
49781,1
6640,0
22403,0
20001,0
21698,1
24092,0
12112,1
9195,0
10888,0
12591,0
1151,0
52340,0
43822,0
30364,1
1363,0
48098,0
14410,0
10351,0
5994,1
37942,1
24066,0
16664,1
36500,1
45099,0
15101,0
35501,1
30530,1
12345,0
41905,0
36078,1
33744,0
32452,0
22664,0
4559,0
2876,0
43939,0
39758,0
15710,0
8957,1
13209,0
59461,0
10375,0
36939,1
17745,0
46165,0
33835,0
5613,0
62841,0
55409,0
34235,1
29207,1
59094,0
6145,0
42859,0
25589,1
12293,0
46746,1
3812,1
35603,0
42704,1
61595,0
58643,0
14069,0
50662,0
24687,1
12429,0
19302,0
46246,0
24337,0
3838,0
56687,1
2957,0
30312,0
19869,1
18968,0
54712,0
62549,1
15686,0
35671,0
35782,1
61257,1
26710,1
36733,0
21121,0
38769,0
16928,0
11468,0
10233,0
46337,0
30267,0
37516,1
38337,1
40761,1
60362,0
53368,1
10402,0
26433,1
34978,0
54648,0
38681,0
16301,1
9193,0
31257,1
41088,0
33423,1
11808,0
39788,0
24897,1
51959,0
15397,1
46965,1
59870,1
28609,0
50144,0
33484,0
3653,0
45794,0
57944,0
59036,0
13798,1
14508,0
36801,1
3021,0
21864,0
35705,0
19024,1
25655,1
52652,1
13568,0
9182,0
49132,0
60249,0
12632,0
3782,0
16869,1
40478,0
22362,0
27270,0
13126,0
57258,0
26725,1
53755,0
15952,0
11534,0
48015,1
42418,1
63262,0
53491,0
57046,0
6791,0
60643,0
45978,0
36812,0
46791,0
8041,0
59626,0
6332,0
7232,0
41888,1
44890,0
58450,0
27334,0
8474,1
36603,0
31327,0
34634,1
22359,0
48415,0
41236,1
54026,0
47015,0
25263,0
1942,0
43163,0
47281,1
59566,0
3540,0
22266,0
24180,0
50529,1
56046,0
53008,1
16337,0
32509,1
43755,0
24497,0
46808,0
8885,0
10624,1
55318,1
62195,0
7854,0
61186,0
35645,1
55285,1
42157,0
15450,0
17362,1
15774,1
8922,0
11004,1
53325,0
62474,1
61704,0
2089,1
49116,1
27635,1
6853,0
8509,0
51089,0
58442,1
4184,1
31515,1
54623,0
28265,0
53902,0
36983,0
29541,0
51247,0
36281,1
40372,1
39819,0
25540,0
57753,1
42476,1
28568,0
15942,0
12100,1
24338,0
24398,0
29270,0
34544,0
11491,0
59917,0
13626,0
45706,0
62439,0
3175,0
34842,0
35848,1
53423,1
10525,0
11722,0
46363,1
19855,0
32337,0
56474,0
15568,0
56790,0
23112,1
56115,1
59062,0
56273,1
57720,0
6971,0
24741,0
52833,1
50740,0
58436,1
53577,1
43846,0
42279,0
33767,0
53710,0
2925,1
13769,0
31392,0
15974,0
12104,0
51969,0
44668,0
46734,0
34382,1
27405,0
5274,0
50685,0
801,1
10869,0
34676,1
37824,1
25898,0
19905,0
52185,1
58867,0
30426,1
18476,0
62296,0
54669,1
50807,1
7131,0
25148,1
16341,0
12539,1
14200,0
16471,0
17269,0
48859,1
17604,1
61683,1
49805,0
4913,0
42972,1
50421,1
52145,0
5849,1
51613,0
34748,0
51310,0
7919,0
26513,1
10876,1
30526,1
54258,0
34954,0
28148,0
16440,1
15398,1
58060,0
10484,0
20544,1
32142,0
53019,0
37510,1
51783,0
28028,1
21319,0
37039,0
47941,0
1112,0
11372,0
11676,0
9505,0
1270,1
40007,1
52663,0
10931,0
42136,1
44364,1
51737,0
50124,0
29276,0
56224,0
57325,1
11965,1
7628,0
29144,1
18098,0
50853,1
59727,0
56871,1
16945,0
13531,0
44715,0
25135,1
31491,0
57645,1
55612,1
2718,0
40803,1
2971,0
52435,1
41708,0
54098,1
21571,0
26517,0
3975,1
27307,0
28623,1
40777,1
2550,0
5169,1
35585,0
56284,1
5463,1
8732,1
57073,0
34512,0
40053,0
56545,0
9240,0
38367,0
8411,0
54075,1
23565,1
39891,1
33348,0
53780,1
62621,1
48037,0
59080,0
7209,0
8289,0
23071,0
43267,0
27703,0
3960,1
35316,0
15640,0
33630,0
36186,0
37415,1
25252,0
6879,1
41655,1
25509,1
58955,1
62603,0
51397,0
56290,1
8194,0
8939,1
43578,0
8233,1
55299,0
33001,0
29955,0
3663,1
6113,0
10518,0
59304,1
46528,1
6685,0
32653,0
61915,0
10523,1
60636,1
58654,0
27971,1
12652,0
41856,0
37007,1
41776,1
61867,1
31303,1
62911,0
60962,0
33225,1
34232,1
41153,0
43295,0
49489,0
39189,0
10340,0
28661,0
28562,0
35330,0
49397,0
46578,0
62199,1
10774,1
12999,0
21882,0
7272,0
6541,0
36416,1
27347,0
9914,0
42383,1
7282,1
51321,0
31109,0
16881,0
13533,1
46588,0
22821,0
16476,0
28025,0
17069,0
23114,1
46732,1
57015,1
24194,0
22570,0
52161,0
52656,0
9749,1
50370,1
21579,0
60060,1
50392,0
32983,1
46981,0
19040,1
15306,0
49018,0
6729,0
33524,1
38075,0
48998,0
55473,0
34535,0
34582,1
32545,0
40262,1
40693,0
58280,0
31282,0
31517,1
43203,0
490,0
48397,0
31182,1
46434,0
37901,0
12236,0
7167,1
44120,0
55302,0
228,0
31020,1
16925,0
14442,0
41687,0
8450,0
61666,1
55554,1
9306,0
36822,0
10686,0
48181,0
56585,1
31751,1
13794,0
48519,1
18949,0
56961,0
58993,1
59436,0
45966,0
29483,1
62693,0
45623,0
8435,0
50888,0
40683,1
63198,1
1963,0
32007,0
61380,1
4078,0
14813,1
50793,1
31066,1
59390,1
3723,0
35550,0
60713,0
30306,0
32210,1
22658,0
5268,1
59028,0
54597,0
47557,1
21687,0
48322,0
55053,0
22199,0
45288,0
36509,0
15932,0
14565,0
58155,0
44404,0
48157,0
4370,0
26208,0
56535,1
41633,0
39637,0
52154,0
9873,0
27797,0
49157,0
34979,0
49627,0
15233,0
31057,0
35053,0
41195,0
58006,0
46216,0
4353,0
20367,1
51268,1
30379,1
53412,1
56488,0
23168,1
31072,0
38983,1
7661,0
44190,0
14806,1
27073,0
48311,1
42015,0
39,1
16205,1
33359,1
22436,0
61870,1
44366,0
26557,1
59667,1
2954,0
30990,1
40547,0
4086,1
18335,0
19879,1
21361,0
28766,1
9389,0
41967,0
52896,0
39245,0
48801,0
2474,0
21866,1
48850,0
39290,0
50050,0
60554,1
16710,0
31375,1
37827,0
13464,0
62037,0
9072,0
53659,1
13163,0
60708,0
33255,0
54469,0
42270,0
57945,0
36849,1
26430,0
12111,1
27529,0
21078,0
38696,1
40493,0
20490,0
24602,1
47124,0
39470,0
42737,0
58882,0
49205,0
58127,1
38487,0
61150,0
57528,0
59013,0
1582,1
12092,1
32388,1
53171,1
24596,0
32577,1
57724,1
22723,1
18207,0
56294,1
53737,0
49720,0
6856,0
57778,1
49893,0
16311,0
7384,0
30269,0
34007,0
29081,1
4748,0
1526,0
52466,1
23467,1
43244,1
38854,1
57069,1
48775,0
28966,0
49592,1
28805,1
11153,1
7267,1
36495,0
33304,0
57895,0
24415,0
54162,1
28181,0
61628,0
19132,0
38191,0
9558,0
37747,0
30091,0
45442,0
37304,1
23476,0
14608,0
23769,0
57690,0
5408,0
3227,1
37763,1
16028,0
634,0
39202,0
23958,1
5370,1
2461,0
60546,0
17382,0
45678,0
7037,0
15827,1
26257,1
58789,1
43240,0
40059,0
36470,0
29856,1
57943,0
53082,1
60455,0
5354,1
55685,0
26594,1
52388,0
62533,0
31015,0
3526,0
34070,1
61090,0
4931,1
6620,0
43344,0
32533,0
19111,0
40924,0
37232,0
27156,0
36426,1
19939,0
5158,1
46477,0
1639,0
51084,0
55481,1
35691,1
28886,0
1629,1
50609,0
57085,0
26712,0
10504,1
37140,1
6944,0
53232,0
45182,0
57129,0
24984,0
25877,0
63075,0
51810,0
24301,0
41746,0
35514,1
9709,1
17920,0
19417,1
42386,1
30068,1
14416,1
3693,0
4684,0
31113,0
25724,0
11148,0
44566,0
50607,1
60751,0
52672,0
32529,1
8924,0
49847,0
3844,0
38890,0
1045,1
12675,0
13325,0
4021,0
35762,1
6632,0
9623,1
31855,0
15643,0
12202,1
1306,1
12389,0
61649,0
36268,0
62835,1
53686,0
26382,0
56514,1
13286,1
44824,1
31300,0
48524,0
9934,0
59998,0
34793,1
3495,1
9754,0
1064,1
34198,1
47055,1
32201,1
16432,0
39047,0
32186,0
44674,0
39568,0
39205,0
39467,1
31355,0
50543,0
10297,0
55374,1
40111,1
58613,0
55508,0
35943,1
2117,0
26858,0
56785,1
27094,0
34079,0
53656,1
6770,0
53576,0
8349,0
5924,0
45923,0
51926,0
31127,1
25743,0
56655,0
57853,0
25108,0
51099,0
3017,0
62488,0
19236,1
16988,0
43965,0
54672,1
1710,1
8166,1
54989,1
23752,0
30258,0
43449,0
39313,0
17386,0
49916,0
11668,1
5778,0
49217,0
44005,0
16043,0
60705,1
12423,0
20561,0
35278,1
13131,0
44334,1
30394,0
6199,0
2740,0
40278,0
42107,1
47404,0
663,0
7288,1
8737,1
35203,0
27917,0
17966,1
58506,0
7327,0
24637,1
3376,0
46286,1
33863,1
25708,1
50911,0
36111,1
23240,0
5242,0
24203,0
58896,0
32070,0
4496,0
62283,1
45048,0
60018,0
9526,1
60638,1
23363,0
45318,0
38896,0
14639,1
38244,0
58772,1
15738,0
38263,1
56116,1
317,1
62926,0
51300,0
39702,1
30203,0
46653,0
18713,0
43542,1
13331,0
56341,0
52547,1
56419,0
34491,0
4762,1
47874,0
20223,0
3536,0
28256,0
33995,1
3029,0
8398,1
44301,1
16317,0
55778,1
16801,1
12165,0
44689,0
30362,0
43265,1
10081,0
52311,0
34179,1
48149,1
40970,0
27995,0
51228,0
13282,0
45763,1
35602,0
54576,1
49254,1
32793,0
47588,1
48136,0
42608,0
9975,1
61515,1
28101,1
59406,0
12101,0
47381,0
19546,1
19335,0
48249,1
5565,1
38095,1
53516,0
48713,1
5451,1
28747,0
46730,0
56879,0
542,0
25353,0
2756,0
41607,0
9565,0
37367,0
18967,0
2576,0
26364,0
35989,0
32906,1
58920,0
24376,1
55814,1
34572,0
60457,0
36342,0
7140,1
15361,0
32262,1
429,0
30204,0
30395,0
41237,0
28964,0
49640,0
50651,1
2141,0
29727,1
31625,0
25780,1
18381,0
32179,0
58641,1
54984,0
2602,0
34150,0
52077,0
32914,0
9366,0
31940,0
46033,0
11584,0
35648,0
29638,1
46584,0
9176,1
37491,1
3427,1
37622,0
19366,1
13008,0
35913,1
45131,0
38941,0
16428,1
46668,0
56238,0
31576,0
45505,0
23277,0
37386,1
36664,0
3143,0
28336,1
42172,0
4888,1
29376,0
25228,0
36867,0
38624,0
40913,1
19448,0
57056,0
25277,1
5061,1
12448,0
34033,1
52923,1
6437,0
17973,0
2589,0
30719,0
28287,0
28195,0
57054,1
50327,1
38665,1
41298,0
56885,1
37814,1
2054,0
56986,0
39396,0
23917,0
54987,1
53979,1
717,1
3283,0
10093,1
3983,0
30082,0
48505,0
22701,1
53434,0
33947,0
7774,0
8487,0
35443,0
35495,1
39712,1
727,1
6823,1
42033,1
50246,1
17951,0
19826,0
40415,0
19967,1
31585,1
44243,1
22536,0
47759,0
10873,0
57099,0
50834,1
58233,0
17948,0
53389,0
18086,0
18436,1
14919,0
19463,0
44923,0
54269,0
11020,0
5999,1
39519,0
40581,0
3835,0
20548,1
17021,1
14226,0
39588,0
58820,0
20423,0
7788,1
20051,0
1398,1
47927,0
4649,0
45142,1
21948,0
7945,1
25812,0
18238,0
45628,0
27438,0
2225,1
62996,0
53920,0
60749,0
28285,1
13724,0
23931,0
37674,1
2005,0
52281,0
39960,0
54382,0
9610,0
29543,1
38592,0
50903,0
8797,1
18992,0
176,1
46727,1
11109,0
25439,0
18200,1
12376,0
17915,1
62253,0
48084,1
26627,1
24928,0
34384,1
4504,0
18483,0
21424,0
60811,0
59989,0
11220,0
30842,0
46954,1
57606,0
40805,1
19652,1
23800,0
862,0
2888,0
20639,0
23118,1
63244,1
32342,0
46139,0
45673,0
41348,0
59046,0
25639,0
50863,0
38778,0
44749,1
22393,0
27267,1
17755,0
34159,0
1422,0
1050,0
50599,0
25281,1
55237,1
11937,0
55632,1
60282,1
28764,1
59974,0
46270,0
56938,0
36477,0
15532,0
4228,0
57938,0
10172,0
40072,1
5838,1
12811,0
268,0
16303,0
10983,0
19399,0
35324,1
34437,1
8086,0
44198,1
62036,0
3475,0
55186,1
20030,0
29912,0
29870,0
63071,0
43933,1
14402,1
31445,0
45795,0
26399,1
56600,0
1977,1
63029,0
61893,0
1777,1
28453,0
58135,0
8996,1
37262,0
57281,1
7220,0
51386,0
28569,0
16193,0
20932,1
12089,1
31442,0
37120,0
26001,1
26957,0
46031,0
35553,0
15080,1
7625,0
47356,0
8634,0
31544,0
35344,0
59149,1
35570,0
45731,1
5097,0
7026,0
4163,0
21540,1
10390,1
20564,1
26436,1
50865,0
29812,0
6255,0
14319,0
59164,1
39358,1
34961,0
38325,1
36365,1
61678,1
60215,0
4674,0
10127,0
31482,0
44420,1
46984,1
34744,0
47072,0
50018,0
25180,0
39086,0
13476,1
7907,1
53346,0
42783,0
23664,0
32356,0
40337,0
5276,0
51989,1
1647,0
46325,0
22930,1
21160,0
15559,0
13833,0
59887,1
7648,0
43464,0
12825,0
28709,0
55977,0
59503,1
34475,0
7667,0
38047,0
20749,0
51444,0
51571,0
12882,0
43545,1
1911,0
59150,0
58268,0
12556,0
15251,1
2030,0
61489,1
1517,0
45551,1
59167,1
20972,1
16223,0
59173,1
22370,1
35052,0
43593,0
54281,1
154,1
11538,0
7872,0
43153,0
12880,0
15857,0
